Hit@1,Hit@5,Hit@10,Hit@20,MRR,Recall@1,Recall@5,Recall@10,Recall@20,DR@20,Diversity_Count,latency,method,query_id,gt_count,seed,query_complexity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09612560272216797,GraphFlow,q_0,2,42,Simple (<=3 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.2,0.2,2,0.089691162109375,GraphFlow,q_1,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1,0.0,0.0,0.1,0.1,0.1,1,0.09555864334106445,GraphFlow,q_2,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1,0.0,0.0,0.1,0.1,0.1,1,0.08917355537414551,GraphFlow,q_3,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.125,0.0,0.0,0.1,0.1,0.1,1,0.10139036178588867,GraphFlow,q_4,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.2,0.2,2,0.09305095672607422,GraphFlow,q_5,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1,0.09354162216186523,GraphFlow,q_6,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.09257388114929199,GraphFlow,q_7,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.3,0.3,3,0.10254359245300293,GraphFlow,q_8,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.1,0.1,0.1,1,0.08306598663330078,GraphFlow,q_9,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0800478458404541,GraphFlow,q_10,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.2,0.2,2,0.09202790260314941,GraphFlow,q_11,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.058823529411764705,0.0,0.0,0.0,0.1,0.1,1,0.08855700492858887,GraphFlow,q_12,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.2,0.2,2,0.08702373504638672,GraphFlow,q_13,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1,0.0,0.0,0.1,0.2,0.2,2,0.08958911895751953,GraphFlow,q_14,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1,0.08302187919616699,GraphFlow,q_15,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0885918140411377,GraphFlow,q_16,2,42,Simple (<=3 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1,0.08853745460510254,GraphFlow,q_17,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.2,0.2,2,0.09206867218017578,GraphFlow,q_18,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.06666666666666667,0.0,0.0,0.0,0.1,0.1,1,0.08604836463928223,GraphFlow,q_19,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.08902645111083984,GraphFlow,q_20,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.1,0.1,0.1,1,0.09055256843566895,GraphFlow,q_21,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1,0.09002280235290527,GraphFlow,q_22,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.1,0.2,0.2,0.2,2,0.08855485916137695,GraphFlow,q_23,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.2,0.2,2,0.0885307788848877,GraphFlow,q_24,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.1,0.1,0.1,1,0.08905959129333496,GraphFlow,q_25,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0795583724975586,GraphFlow,q_26,8,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08814382553100586,GraphFlow,q_27,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0792090892791748,GraphFlow,q_28,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09343314170837402,GraphFlow,q_29,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.009006977081298828,Semantic RAG,q_0,2,42,Simple (<=3 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.3,0.7,0.7,7,0.009514570236206055,Semantic RAG,q_1,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.010516881942749023,Semantic RAG,q_2,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.5,0.5,5,0.010014533996582031,Semantic RAG,q_3,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.5,0.5,5,0.008503913879394531,Semantic RAG,q_4,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.00999760627746582,Semantic RAG,q_5,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.1,0.4,0.5,0.5,5,0.008511066436767578,Semantic RAG,q_6,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.2,0.2,2,0.011014938354492188,Semantic RAG,q_7,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.2,0.4,0.4,4,0.010007381439208984,Semantic RAG,q_8,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.008504867553710938,Semantic RAG,q_9,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.2,0.3,0.4,0.4,4,0.009999990463256836,Semantic RAG,q_10,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.2,0.2,2,0.010512590408325195,Semantic RAG,q_11,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1,0.0,0.0,0.1,0.4,0.4,4,0.008000373840332031,Semantic RAG,q_12,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.1,0.1,0.1,1,0.009000301361083984,Semantic RAG,q_13,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.3,0.6,0.6,6,0.009000301361083984,Semantic RAG,q_14,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.2,0.4,0.7,0.7,7,0.008003711700439453,Semantic RAG,q_15,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.009018898010253906,Semantic RAG,q_16,2,42,Simple (<=3 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.3,0.4,0.5,0.5,5,0.007493734359741211,Semantic RAG,q_17,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.3,0.4,0.4,4,0.009996414184570312,Semantic RAG,q_18,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.3,0.5,0.5,5,0.009006738662719727,Semantic RAG,q_19,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.3,0.7,0.7,7,0.011001348495483398,Semantic RAG,q_20,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.3,0.3,3,0.008511543273925781,Semantic RAG,q_21,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.3,0.7,0.7,7,0.00950932502746582,Semantic RAG,q_22,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.2,0.2,2,0.009514570236206055,Semantic RAG,q_23,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.2,0.4,0.7,0.7,7,0.009006738662719727,Semantic RAG,q_24,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.2,0.2,2,0.008000373840332031,Semantic RAG,q_25,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.125,0.375,0.375,3,0.010532140731811523,Semantic RAG,q_26,8,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.3,0.3,3,0.008497953414916992,Semantic RAG,q_27,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.1,0.2,0.5,0.5,5,0.008999109268188477,Semantic RAG,q_28,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.2,0.2,2,0.008006095886230469,Semantic RAG,q_29,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.5,0.5,1,0.019503355026245117,Enhanced_SwarmRAG,q_0,2,42,Simple (<=3 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.2,0.2,2,0.020511627197265625,Enhanced_SwarmRAG,q_1,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.2,0.2,2,0.019907712936401367,Enhanced_SwarmRAG,q_2,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.1,0.1,1,0.022019624710083008,Enhanced_SwarmRAG,q_3,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.2,0.2,2,0.020008087158203125,Enhanced_SwarmRAG,q_4,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.1,0.1,0.1,0.1,1,0.02037644386291504,Enhanced_SwarmRAG,q_5,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.020554542541503906,Enhanced_SwarmRAG,q_6,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1,0.02000141143798828,Enhanced_SwarmRAG,q_7,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.2,0.2,2,0.021028757095336914,Enhanced_SwarmRAG,q_8,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.1,0.1,1,0.0195157527923584,Enhanced_SwarmRAG,q_9,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.2,0.2,2,0.019511938095092773,Enhanced_SwarmRAG,q_10,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.2,0.2,2,0.019516706466674805,Enhanced_SwarmRAG,q_11,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.4,0.4,0.4,4,0.019003868103027344,Enhanced_SwarmRAG,q_12,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.1,0.2,0.2,2,0.02050924301147461,Enhanced_SwarmRAG,q_13,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.2,0.2,2,0.021004438400268555,Enhanced_SwarmRAG,q_14,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.4,0.4,4,0.018507003784179688,Enhanced_SwarmRAG,q_15,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.058823529411764705,0.0,0.0,0.0,0.5,0.5,1,0.02205061912536621,Enhanced_SwarmRAG,q_16,2,42,Simple (<=3 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.3,0.3,3,0.020527124404907227,Enhanced_SwarmRAG,q_17,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.4,0.4,4,0.018509626388549805,Enhanced_SwarmRAG,q_18,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.1,0.4,0.4,4,0.02000880241394043,Enhanced_SwarmRAG,q_19,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.2,0.2,2,0.020025253295898438,Enhanced_SwarmRAG,q_20,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.2,0.4,0.4,4,0.019999027252197266,Enhanced_SwarmRAG,q_21,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.3,0.3,3,0.02100348472595215,Enhanced_SwarmRAG,q_22,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.1,0.1,1,0.020547151565551758,Enhanced_SwarmRAG,q_23,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.018998384475708008,Enhanced_SwarmRAG,q_24,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.2,0.2,2,0.022047042846679688,Enhanced_SwarmRAG,q_25,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.125,0.375,0.375,0.375,3,0.02051401138305664,Enhanced_SwarmRAG,q_26,8,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.2,0.2,2,0.019537925720214844,Enhanced_SwarmRAG,q_27,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.1,0.2,0.2,2,0.020519018173217773,Enhanced_SwarmRAG,q_28,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01851058006286621,Enhanced_SwarmRAG,q_29,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.02051520347595215,Leaping Semantic RAG,q_0,2,42,Simple (<=3 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.2,0.2,2,0.022998809814453125,Leaping Semantic RAG,q_1,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.2,0.3,0.3,3,0.021518230438232422,Leaping Semantic RAG,q_2,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.3,0.3,3,0.024005651473999023,Leaping Semantic RAG,q_3,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.1,0.1,1,0.02151203155517578,Leaping Semantic RAG,q_4,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.2,0.2,2,0.021030664443969727,Leaping Semantic RAG,q_5,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.3,0.3,3,0.02251148223876953,Leaping Semantic RAG,q_6,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.5,0.5,5,0.023005247116088867,Leaping Semantic RAG,q_7,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.1,0.3,0.3,3,0.02250814437866211,Leaping Semantic RAG,q_8,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.02252817153930664,Leaping Semantic RAG,q_9,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.3,0.4,0.4,4,0.02300238609313965,Leaping Semantic RAG,q_10,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.022998809814453125,Leaping Semantic RAG,q_11,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.2,0.3,0.3,3,0.01900506019592285,Leaping Semantic RAG,q_12,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.02150750160217285,Leaping Semantic RAG,q_13,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.2,0.3,0.3,3,0.020450115203857422,Leaping Semantic RAG,q_14,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.3,0.3,3,0.023511409759521484,Leaping Semantic RAG,q_15,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.5,0.5,0.5,1,0.019000530242919922,Leaping Semantic RAG,q_16,2,42,Simple (<=3 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.3,0.3,3,0.022531509399414062,Leaping Semantic RAG,q_17,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.2,0.3,0.3,0.3,3,0.019512176513671875,Leaping Semantic RAG,q_18,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.4,0.4,4,0.02251410484313965,Leaping Semantic RAG,q_19,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.3,0.3,3,0.018001079559326172,Leaping Semantic RAG,q_20,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.1,0.2,0.2,2,0.019000530242919922,Leaping Semantic RAG,q_21,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.02000570297241211,Leaping Semantic RAG,q_22,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.1,0.1,0.1,1,0.019519567489624023,Leaping Semantic RAG,q_23,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.020020723342895508,Leaping Semantic RAG,q_24,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.2,0.2,2,0.01851201057434082,Leaping Semantic RAG,q_25,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.06666666666666667,0.0,0.0,0.0,0.25,0.25,2,0.02100086212158203,Leaping Semantic RAG,q_26,8,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.3,0.3,0.3,3,0.020515918731689453,Leaping Semantic RAG,q_27,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.2,0.2,2,0.0195157527923584,Leaping Semantic RAG,q_28,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.019997119903564453,Leaping Semantic RAG,q_29,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.5,0.5,1,0.020999431610107422,Router Semantic RAG,q_0,2,42,Simple (<=3 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.1,0.2,0.3,0.3,3,0.01700115203857422,Router Semantic RAG,q_1,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.2,0.2,2,0.019005775451660156,Router Semantic RAG,q_2,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.06666666666666667,0.0,0.0,0.0,0.1,0.1,1,0.024021148681640625,Router Semantic RAG,q_3,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.2,0.2,2,0.018512725830078125,Router Semantic RAG,q_4,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.2,0.2,0.2,2,0.01851487159729004,Router Semantic RAG,q_5,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.5,0.5,5,0.0149993896484375,Router Semantic RAG,q_6,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.2,0.2,2,0.019516706466674805,Router Semantic RAG,q_7,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.125,0.0,0.0,0.1,0.5,0.5,5,0.0185086727142334,Router Semantic RAG,q_8,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.2,0.2,2,0.020000457763671875,Router Semantic RAG,q_9,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.4,0.4,4,0.018999576568603516,Router Semantic RAG,q_10,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.01999974250793457,Router Semantic RAG,q_11,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.022003650665283203,Router Semantic RAG,q_12,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.0195157527923584,Router Semantic RAG,q_13,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.6,0.6,6,0.021035194396972656,Router Semantic RAG,q_14,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.3,0.3,3,0.02051067352294922,Router Semantic RAG,q_15,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.5,0.5,1,0.02100205421447754,Router Semantic RAG,q_16,2,42,Simple (<=3 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.4,0.4,4,0.025522708892822266,Router Semantic RAG,q_17,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.3,0.4,0.4,4,0.025521039962768555,Router Semantic RAG,q_18,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.4,0.4,4,0.023000240325927734,Router Semantic RAG,q_19,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.2,0.3,0.3,3,0.020998477935791016,Router Semantic RAG,q_20,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.1,0.3,0.3,3,0.022010326385498047,Router Semantic RAG,q_21,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.4,0.4,4,0.021518945693969727,Router Semantic RAG,q_22,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.2,0.0,0.1,0.1,0.1,0.1,1,0.021030187606811523,Router Semantic RAG,q_23,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,0.4,0.4,4,0.020856618881225586,Router Semantic RAG,q_24,10,42,Complex (>6 GT)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.022073984146118164,Router Semantic RAG,q_25,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.125,0.25,0.25,0.25,0.25,2,0.021272897720336914,Router Semantic RAG,q_26,8,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.2,0.3,0.3,3,0.01843118667602539,Router Semantic RAG,q_27,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.05263157894736842,0.0,0.0,0.0,0.1,0.1,1,0.02035832405090332,Router Semantic RAG,q_28,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.1,0.3,0.3,3,0.019802331924438477,Router Semantic RAG,q_29,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.06666666666666667,0.0,0.0,0.0,1.0,1.0,2,0.01572704315185547,Swarm ReRank,q_0,2,42,Simple (<=3 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.7,0.7,7,0.01599574089050293,Swarm ReRank,q_1,10,42,Complex (>6 GT)
0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.2,0.3,0.3,3,0.011132478713989258,Swarm ReRank,q_2,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.4,0.7,0.7,7,0.016260623931884766,Swarm ReRank,q_3,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.3,0.8,0.8,8,0.01363992691040039,Swarm ReRank,q_4,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.25,0.0,0.1,0.2,0.4,0.4,4,0.015671491622924805,Swarm ReRank,q_5,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.2,0.4,0.6,0.6,6,0.014000177383422852,Swarm ReRank,q_6,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.4,0.9,0.9,9,0.014006853103637695,Swarm ReRank,q_7,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.1,0.2,0.5,0.5,5,0.012516021728515625,Swarm ReRank,q_8,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.2,0.2,0.2,0.2,2,0.01399993896484375,Swarm ReRank,q_9,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.4,0.5,0.7,0.7,7,0.01351785659790039,Swarm ReRank,q_10,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.4,0.8,0.8,8,0.014998912811279297,Swarm ReRank,q_11,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.3,0.5,0.8,0.8,8,0.014000177383422852,Swarm ReRank,q_12,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.4,0.7,0.7,7,0.013000249862670898,Swarm ReRank,q_13,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.5,0.8,0.8,8,0.012999534606933594,Swarm ReRank,q_14,10,42,Complex (>6 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.3,0.4,0.8,0.8,8,0.014005899429321289,Swarm ReRank,q_15,10,42,Complex (>6 GT)
0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.0,0.0,1.0,1.0,2,0.01551365852355957,Swarm ReRank,q_16,2,42,Simple (<=3 GT)
1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.3,0.6,0.6,6,0.01601696014404297,Swarm ReRank,q_17,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.3,0.5,0.8,0.8,8,0.01502370834350586,Swarm ReRank,q_18,10,42,Complex (>6 GT)
0.0,1.0,1.0,1.0,0.5,0.0,0.2,0.3,0.5,0.5,5,0.014514446258544922,Swarm ReRank,q_19,10,42,Complex (>6 GT)
